source	sourceTitle	target	targetTitle
Matthew Nassar	-	Michael J Frank	orig
Marjorie Solomon	-	Michael J Frank	orig
Alain Dagher	-	Richard Betzel	orig
David Shanks	uk	Philip Corlett	orig
Andreas Meyer-Lindenberg	-	Dani S. Bassett	orig
Ann Sizemore Blevins	-	Dani S. Bassett	orig
Ann Sizemore Blevins	-	Richard Betzel	orig
Brian Litt	-	Dani S. Bassett	orig
Alejandro Ribeiro	-	Dani S. Bassett	orig
Ann M Hermundstad	-	Dani S. Bassett	orig
Brent G Nelson	-	Dani S. Bassett	orig
Amy Frithsen	-	Dani S. Bassett	orig
Andrew Zalesky	-	Dani S. Bassett	orig
Alfred B Yu	-	Dani S. Bassett	orig
Christopher N Cascio	-	Dani S. Bassett	orig
Brigitte Rockstroh	-	Dani S. Bassett	orig
Anna Barnes	-	Dani S. Bassett	orig
Idan Asher Blank	edu	Marcelo G Mattar	orig
Evelina (Ev) Fedorenko	-	Marcelo G Mattar	orig
Evelina (Ev) Fedorenko	-	Idan Asher Blank	edu
Colette Dehay	-	Dani S. Bassett	orig
Christine Henzler	-	Dani S. Bassett	orig
Christopher A. Olm	-	Dani S. Bassett	orig
Corey McMillan	-	Dani S. Bassett	orig
Alexander V. Mantzaris	-	Dani S. Bassett	orig
Beth Winkelstein	-	Dani S. Bassett	orig
Ben Turner	-	Dani S. Bassett	orig
Adriana Galvan	edu	Dani S. Bassett	orig
Chiara Favaretto	-	Dani S. Bassett	orig
Angelo Cenedese	-	Dani S. Bassett	orig
Caryn lerman	-	Dani S. Bassett	orig
Xiaosi Gu	orig	evdokia anagnostou	-
Xiaosi Gu	orig	Yuejia Luo	-
Xiaosi Gu	orig	Yong He	-
Xiaosi Gu	orig	Yihong Yang	-
Xiaosi Gu	orig	Yi Luo	-
Xiaosi Gu	orig	tobias nolte	-
Jin Fan	-	Xiaosi Gu	orig
Read Montague	orig	Xiaosi Gu	orig
Shihui Han	-	Xiaosi Gu	orig
Vincenzo G. Fiore	-	Xiaosi Gu	orig
Alexander Kolevzon	-	Xiaosi Gu	orig
Chet C. Sherwood	-	Xiaosi Gu	orig
Catherine Sebastian	-	Xiaosi Gu	orig
Stephane De Brito	-	Xiaosi Gu	orig
Essi Viding	-	Xiaosi Gu	orig
Eamon McCrory	-	Xiaosi Gu	orig
Michael I. Posner	-	Xiaosi Gu	orig
Dongil Chung	-	Xiaosi Gu	orig
Laura Martin Braunstein	-	Xiaosi Gu	orig
Peter Fonagy	-	Xiaosi Gu	orig
Patricia Lockwood	-	Xiaosi Gu	orig
Thomas FitzGerald	-	Xiaosi Gu	orig
Anjali Krishnan	-	Xiaosi Gu	orig
Choong-Wan Woo	-	Xiaosi Gu	orig
Luke J. Chang	-	Xiaosi Gu	orig
Jesus Pujol	-	Xiaosi Gu	orig
Marina López-Solà, PhD.	-	Xiaosi Gu	orig
Tor Wager	-	Xiaosi Gu	orig
Alireza Soltani	-	Xiaosi Gu	orig
Ramiro Salas	-	Xiaosi Gu	orig
Paul Cinciripini	-	Xiaosi Gu	orig
Kenneth T. Kishida	-	Xiaosi Gu	orig
Woo-Young Ahn	-	Xiaosi Gu	orig
John Alford	-	Xiaosi Gu	orig
Kevin B. Smith	-	Xiaosi Gu	orig
Gideon Yaffe	-	Xiaosi Gu	orig
Anastasia Shuster	-	Xiaosi Gu	orig
Jie Sui	-	Xiaosi Gu	orig
Joanna Wang	-	Xiaosi Gu	orig
Silvia Bernardi	-	Xiaosi Gu	orig
Ofer Perl	-	Xiaosi Gu	orig
Miao Cao	-	Xiaosi Gu	orig
Michael Siller	-	Xiaosi Gu	orig
Ashley de Marchena	-	Xiaosi Gu	orig
Carla Sharp	-	Xiaosi Gu	orig
Dimitri Ognibene	-	Xiaosi Gu	orig
Soojung Na	-	Xiaosi Gu	orig
Francesca Mapua Filbey	-	Xiaosi Gu	orig
Qiong Wu	-	Xiaosi Gu	orig
Hong Gu	-	Xiaosi Gu	orig
Bryon Adinoff	-	Xiaosi Gu	orig
Muhammad A Spocter	-	Xiaosi Gu	orig
Bob Jacobs	-	Xiaosi Gu	orig
Melissa-Ann Mackie, PhD	-	Xiaosi Gu	orig
Alfredo Spagna, Ph. D.	-	Xiaosi Gu	orig
Nicholas DeFelice	-	Xiaosi Gu	orig
Benjamin Glicksberg	-	Xiaosi Gu	orig
M. Andrea Pisauro	-	Xiaosi Gu	orig
Benjamin Kottler	-	Xiaosi Gu	orig
Frank Hirth	-	Xiaosi Gu	orig
Francesco Rigoli	-	Xiaosi Gu	orig
Peter Smittenaar	-	Xiaosi Gu	orig
Carrie McAdams	-	Xiaosi Gu	orig
Laura A. Berner	-	Xiaosi Gu	orig
Mark A. Orloff	-	Xiaosi Gu	orig
Gaurav Pandey	-	Xiaosi Gu	orig
Matthew Schafer	-	Xiaosi Gu	orig
Kent E Hutchison	-	Xiaosi Gu	orig
Vince D. Calhoun	-	Xiaosi Gu	orig
Rick A Adams	-	Xiaosi Gu	orig
Deborah Talmi	-	Marcelo G Mattar	orig
Dr Lucía Magis Weinberg	-	Marcelo G Mattar	orig
Arian Ashourvan	-	Marcelo G Mattar	orig
David Bryce Yaden	-	Marcelo G Mattar	orig
Derek Egan Anderson	-	Marcelo G Mattar	orig
MA Bertolero	-	Marcelo G Mattar	orig
Brad Wyble	-	Marcelo G Mattar	orig
David Kirsh	-	Marcelo G Mattar	orig
Bratislav Misic	-	Richard Betzel	orig
Joaquín Goñi	-	Richard Betzel	orig
Martijn van den Heuvel	-	Richard Betzel	orig
Alessandra Griffa	-	Richard Betzel	orig
Andrea Avena-Koenigsberger	-	Richard Betzel	orig
Joshua Faskowitz	-	Richard Betzel	orig
Farnaz Zamani Esfahlani	-	Richard Betzel	orig
Makoto Fukushima	-	Richard Betzel	orig
Daniel P Kennedy	-	Richard Betzel	orig
James M Shine	-	Richard Betzel	orig
Adeel Razi	-	Richard Betzel	orig
Azadeh Nematzadeh	-	Richard Betzel	orig
Daniel R. Schonhaut	-	Richard Betzel	orig
Nico Dosenbach	-	Richard Betzel	orig
Caterina Gratton	-	Richard Betzel	orig
Brian F O'Donnell	-	Richard Betzel	orig
Jeffrey Rumschlag	-	Richard Betzel	orig
Boris Bernhardt	-	Richard Betzel	orig
Claus C. Hilgetag	-	Richard Betzel	orig
Alexandros Goulas	-	Richard Betzel	orig
Nykan Mirchi	-	Richard Betzel	orig
Jacob C. Tanner	-	Richard Betzel	orig
Maria Neimark Geffen	-	Richard Betzel	orig
Katherine C Wood	-	Richard Betzel	orig
Maria Pope	-	Richard Betzel	orig
Dr G. Murray	uk	Philip Corlett	orig
Anthony Absalom	nl	Philip Corlett	orig
P.B. Jones	-	Philip Corlett	orig
